ID,Poverty_Code,CRM_Segment,Company_Type,Direction_Meeting,Low_Seniority,High_Seniority,Employees,Income_Level,New_Client,Number_Meetings,First_Meeting,Last_Meeting,Travel_First_Meeting,Travel_Last_Meeting,Size_Indicator
PRIVATE-1821,B,11,PRIVATE,1,3,8,600,N,EXISTING,1,10/13/10,10/13/10,199,199,M-L
PRIVATE-1823,C,11,PRIVATE,1,6,8,737,M,EXISTING,2,09/13/10,09/14/10,267,266,M-L
PRIVATE-1824,C,11,PRIVATE,1,6,8,1300,O,EXISTING,2,09/07/10,09/22/10,270,255,L
PRIVATE-1828,B,6,PRIVATE,1,6,8,991,M,NEW,1,10/05/10,10/05/10,256,256,L
PRIVATE-1830,B,11,PRIVATE,1,7,8,550,I,NEW,1,09/13/10,09/13/10,181,181,S-M
PRIVATE-1831,B,6,PRIVATE,1,6,8,900,Q,EXISTING,2,05/20/10,09/23/10,296,170,L
PRIVATE-1832,B,6,PRIVATE,1,7,8,831,M,NEW,2,08/30/10,09/23/10,290,266,L
PRIVATE-1833,C,11,PRIVATE,1,6,12,220,G,EXISTING,1,09/15/10,09/15/10,236,236,S
PRIVATE-1834,C,3,PRIVATE,1,6,8,593,A,EXISTING,2,05/27/10,09/14/10,326,216,M-L
PRIVATE-1835,C,11,PRIVATE,1,5,8,916,G,EXISTING,1,09/28/10,09/28/10,189,189,L
PRIVATE-1836,B,11,PRIVATE,1,6,8,925,O,EXISTING,1,10/21/10,10/21/10,149,149,L
PRIVATE-1837,B,11,PRIVATE,1,7,8,1000,N,NEW,1,09/08/10,09/08/10,243,243,L
PRIVATE-1838,A,5,PRIVATE,1,5,6,523,P,NEW,1,09/20/10,09/20/10,272,272,S-M
PRIVATE-1839,B,11,PRIVATE,1,6,8,1398,Q,EXISTING,1,10/20/10,10/20/10,244,244,L
PRIVATE-1840,B,6,PRIVATE,1,6,8,425,K,NEW,2,05/11/10,09/16/10,338,210,S-M
PRIVATE-1841,A,7,PRIVATE,1,6,8,980,Q,NEW,1,09/23/10,09/23/10,263,263,L
PRIVATE-1842,B,11,PRIVATE,1,7,8,525,M,NEW,1,09/16/10,09/16/10,271,271,S-M
PRIVATE-1843,B,11,PRIVATE,1,3,8,600,N,NEW,1,10/13/10,10/13/10,200,200,M-L
PRIVATE-1844,B,11,PRIVATE,1,7,8,110,H,NEW,1,08/30/10,08/30/10,294,294,S
PRIVATE-1845,C,6,PRIVATE,0,1,8,1030,P,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-1846,B,6,PRIVATE,1,7,9,579,M,EXISTING,2,05/24/10,10/06/10,384,249,M-L
PRIVATE-1848,A,7,PRIVATE,1,7,8,1078,Q,NEW,2,05/11/10,10/21/10,391,228,L
PRIVATE-1849,B,11,PRIVATE,1,2,8,520,I,EXISTING,1,09/14/10,09/14/10,259,259,S-M
PRIVATE-1850,B,6,PRIVATE,0,6,8,1554,O,NEW,0,NA,NA,NA,NA,L
PRIVATE-1851,D,11,PRIVATE,1,6,8,465,C,EXISTING,2,05/13/10,09/14/10,390,266,S-M
PRIVATE-1853,C,11,PRIVATE,1,6,8,1017,E,NEW,2,03/09/10,09/13/10,452,264,L
PRIVATE-1854,B,9,PRIVATE,1,9,12,300,I,EXISTING,2,05/06/10,10/25/10,404,232,S
PRIVATE-1855,D,2,PRIVATE,1,6,8,430,B,EXISTING,1,09/28/10,09/28/10,219,219,S-M
PRIVATE-1856,B,8,PRIVATE,1,6,8,250,I,EXISTING,1,03/31/10,03/31/10,432,432,S
PRIVATE-1857,B,11,PRIVATE,0,1,12,560,K,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-1861,C,11,PRIVATE,1,6,8,594,F,EXISTING,1,09/14/10,09/14/10,259,259,M-L
PRIVATE-1862,B,11,PRIVATE,1,1,8,693,J,NEW,1,09/09/10,09/09/10,235,235,M-L
PRIVATE-1863,B,11,PRIVATE,1,1,8,1424,L,NEW,1,08/25/10,08/25/10,270,270,L
PRIVATE-1864,B,11,PRIVATE,0,6,8,550,J,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-1865,B,11,PRIVATE,1,6,8,775,I,EXISTING,1,09/14/10,09/14/10,257,257,M-L
PRIVATE-1866,B,6,PRIVATE,1,6,8,1381,P,NEW,1,09/08/10,09/08/10,205,205,L
PRIVATE-1867,B,7,PRIVATE,1,6,8,1101,Q,NEW,1,09/07/10,09/07/10,190,190,L
PRIVATE-1869,B,6,PRIVATE,1,7,8,1050,M,EXISTING,1,09/13/10,09/13/10,202,202,L
PRIVATE-1870,C,2,PRIVATE,1,2,8,1528,K,NEW,1,12/07/10,12/07/10,176,176,L
PRIVATE-1871,B,6,PRIVATE,1,6,8,772,N,NEW,1,10/05/10,10/05/10,173,173,M-L
PRIVATE-1872,C,11,PRIVATE,1,7,8,291,H,NEW,1,09/14/10,09/14/10,266,266,S
PRIVATE-1874,B,6,PRIVATE,1,7,8,801,P,EXISTING,1,08/17/10,08/17/10,216,216,M-L
PRIVATE-1875,B,9,PRIVATE,1,7,12,400,N,EXISTING,2,04/27/10,10/13/10,426,257,S-M
PRIVATE-1876,B,11,PRIVATE,1,1,8,330,I,NEW,1,08/20/10,08/20/10,270,270,S
PRIVATE-1879,C,5,PRIVATE,1,5,6,1057,C,EXISTING,1,09/14/10,09/14/10,193,193,L
PRIVATE-1880,D,11,PRIVATE,1,6,8,300,B,EXISTING,2,05/24/10,09/20/10,379,260,S
PRIVATE-1881,B,11,PRIVATE,1,6,8,335,I,NEW,1,10/01/10,10/01/10,247,247,S
PRIVATE-1882,B,11,PRIVATE,1,7,8,229,M,EXISTING,1,09/14/10,09/14/10,267,267,S
PRIVATE-1883,C,5,PRIVATE,1,5,6,700,Z,EXISTING,1,09/01/10,09/01/10,279,279,M-L
PRIVATE-1884,C,11,PRIVATE,1,6,8,700,I,EXISTING,1,10/13/10,10/13/10,237,237,M-L
PRIVATE-1885,B,6,PRIVATE,1,6,8,700,K,EXISTING,1,10/27/10,10/27/10,237,237,M-L
PRIVATE-1886,C,11,PRIVATE,1,6,8,580,E,NEW,1,09/22/10,09/22/10,218,218,M-L
PRIVATE-1888,C,11,PRIVATE,1,6,8,1196,O,NEW,2,05/13/10,08/26/10,394,289,L
PRIVATE-1889,B,6,PRIVATE,1,6,8,1000,Q,EXISTING,1,09/28/10,09/28/10,193,193,L
PRIVATE-1890,C,11,PRIVATE,1,6,8,577,I,NEW,1,09/23/10,09/23/10,235,235,M-L
PRIVATE-1891,B,11,PRIVATE,1,5,8,450,M,EXISTING,2,05/20/10,09/16/10,381,262,S-M
PRIVATE-1893,B,5,PRIVATE,1,1,6,365,J,NEW,2,05/18/10,09/21/10,355,229,S-M
PRIVATE-1895,B,11,PRIVATE,1,6,8,673,N,NEW,1,08/25/10,08/25/10,250,250,M-L
PRIVATE-1898,B,11,PRIVATE,1,2,8,615,I,EXISTING,1,10/04/10,10/04/10,233,233,M-L
PRIVATE-1899,A,11,PRIVATE,1,6,8,700,P1,NEW,2,09/15/10,09/22/10,273,266,M-L
PRIVATE-1900,C,11,PRIVATE,1,2,8,586,P,EXISTING,1,12/15/10,12/15/10,145,145,M-L
PRIVATE-1901,B,6,PRIVATE,1,2,8,650,J,NEW,2,06/02/10,09/07/10,368,271,M-L
PRIVATE-1902,B,6,PRIVATE,1,6,8,360,H,NEW,2,04/20/10,08/31/10,363,230,S-M
PRIVATE-1903,C,11,PRIVATE,1,6,8,290,E,NEW,1,09/01/10,09/01/10,274,274,S
PRIVATE-1904,B,5,PRIVATE,1,1,5,553,P,NEW,1,09/30/10,09/30/10,198,198,S-M
PRIVATE-1905,B,11,PRIVATE,1,6,8,255,K,EXISTING,2,03/15/10,09/15/10,448,264,S
PRIVATE-1906,B,5,PRIVATE,1,1,5,650,O,NEW,2,08/17/10,09/01/10,283,268,M-L
PRIVATE-1907,B,6,PRIVATE,1,7,8,870,M,NEW,1,09/23/10,09/23/10,270,270,L
PRIVATE-1908,B,11,PRIVATE,1,6,8,804,J,NEW,1,09/14/10,09/14/10,260,260,M-L
PRIVATE-1909,B,6,PRIVATE,1,5,8,901,Z,NEW,1,09/08/10,09/08/10,272,272,L
PRIVATE-1910,B,7,PRIVATE,1,6,8,820,L,NEW,1,09/28/10,09/28/10,268,268,L
PRIVATE-1911,C,11,PRIVATE,1,1,5,450,H,EXISTING,2,05/26/10,09/07/10,384,280,S-M
PRIVATE-1912,C,11,PRIVATE,1,2,8,925,Z,NEW,1,10/05/10,10/05/10,244,244,L
PRIVATE-1914,B,11,PRIVATE,1,6,8,961,M,EXISTING,1,10/07/10,10/07/10,193,193,L
PRIVATE-1915,E,6,PRIVATE,1,6,8,541,M,NEW,1,09/27/10,09/27/10,202,202,S-M
PRIVATE-1916,B,6,PRIVATE,1,1,8,829,O,EXISTING,1,09/27/10,09/27/10,210,210,L
PRIVATE-1917,C,11,PRIVATE,1,6,8,1026,H,NEW,1,09/13/10,09/13/10,267,267,L
PRIVATE-1918,B,8,PRIVATE,1,1,12,350,N,NEW,2,05/20/10,09/14/10,377,260,S-M
PRIVATE-1919,B,7,PRIVATE,1,6,8,1281,Q,NEW,1,09/28/10,09/28/10,195,195,L
PRIVATE-1920,A,6,PRIVATE,1,6,8,1180,Q,EXISTING,2,03/18/10,09/02/10,451,283,L
PRIVATE-1922,B,11,PRIVATE,0,6,8,527,N,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-1923,A,7,PRIVATE,1,7,9,714,O,NEW,1,09/21/10,09/21/10,195,195,M-L
PRIVATE-1924,B,11,PRIVATE,1,2,12,465,M,NEW,1,09/22/10,09/22/10,173,173,S-M
PRIVATE-1925,D,10,PRIVATE,1,2,8,269,C,NEW,2,04/29/10,08/26/10,394,275,S
PRIVATE-1926,C,9,PRIVATE,0,7,12,450,G,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-1927,C,5,PRIVATE,0,3,5,341,F,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-1928,B,11,PRIVATE,1,2,8,440,J,NEW,1,11/01/10,11/01/10,218,218,S-M
PRIVATE-1930,B,6,PRIVATE,1,6,8,950,N,EXISTING,2,09/21/10,11/30/10,179,109,L
PRIVATE-1932,E,6,PRIVATE,0,6,8,620,Q,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-1933,C,11,PRIVATE,1,6,8,1871,H,EXISTING,1,09/29/10,09/29/10,269,269,L
PRIVATE-1934,B,11,PRIVATE,1,6,8,655,K,NEW,2,04/26/10,09/07/10,399,265,M-L
PRIVATE-1935,0,8,PRIVATE,1,0,NA,0,0,EXISTING,1,09/16/10,09/16/10,257,257,0
PRIVATE-1936,C,11,PRIVATE,1,6,8,1587,M,EXISTING,2,05/17/10,10/14/10,383,233,L
PRIVATE-1937,B,6,PRIVATE,0,6,8,1130,N,NEW,0,NA,NA,NA,NA,L
PRIVATE-1938,C,11,PRIVATE,1,6,8,220,G,EXISTING,1,05/18/10,05/18/10,300,300,S
PRIVATE-1939,A,5,PRIVATE,1,3,5,430,Q,EXISTING,2,05/17/10,09/14/10,279,159,S-M
PRIVATE-1940,B,6,PRIVATE,1,6,8,743,J,NEW,1,08/19/10,08/19/10,205,205,M-L
PRIVATE-1941,B,11,PRIVATE,1,6,8,206,J,EXISTING,2,04/14/10,09/22/10,410,249,S
PRIVATE-1942,B,6,PRIVATE,1,1,8,275,Z,EXISTING,1,09/29/10,09/29/10,247,247,S
PRIVATE-1943,B,6,PRIVATE,1,1,8,1025,N,EXISTING,1,09/21/10,09/21/10,251,251,L
PRIVATE-1944,B,6,PRIVATE,1,2,8,326,L,EXISTING,1,09/13/10,09/13/10,274,274,S
PRIVATE-1946,B,6,PRIVATE,0,1,8,190,J,NEW,0,NA,NA,NA,NA,S
PRIVATE-1947,C,6,PRIVATE,1,6,8,706,O,EXISTING,2,06/02/10,10/13/10,306,173,M-L
PRIVATE-1948,B,5,PRIVATE,1,1,5,675,Q,NEW,1,10/07/10,10/07/10,263,263,M-L
PRIVATE-1949,A,6,PRIVATE,1,6,8,950,Q,EXISTING,1,11/18/10,11/18/10,146,146,L
PRIVATE-1950,B,11,PRIVATE,1,7,8,360,O,EXISTING,1,08/31/10,08/31/10,273,273,S-M
PRIVATE-1952,C,8,PRIVATE,0,6,8,1152,K,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-1953,C,11,PRIVATE,1,6,8,765,M,EXISTING,2,09/09/10,10/20/10,270,229,M-L
PRIVATE-1956,D,9,PRIVATE,1,9,12,320,B,EXISTING,1,09/16/10,09/16/10,263,263,S
PRIVATE-1957,B,5,PRIVATE,1,1,6,603,Q,NEW,1,09/29/10,09/29/10,225,225,M-L
PRIVATE-1958,A,5,PRIVATE,1,1,6,172,E,EXISTING,2,09/14/10,10/05/10,180,159,S
PRIVATE-1961,C,11,PRIVATE,1,6,8,1070,L,EXISTING,1,09/02/10,09/02/10,278,278,L
PRIVATE-1963,B,6,PRIVATE,1,6,8,946,Q,NEW,1,09/30/10,09/30/10,185,185,L
PRIVATE-1964,C,11,PRIVATE,1,7,8,792,H,EXISTING,2,04/14/10,09/01/10,377,237,M-L
PRIVATE-1965,B,6,PRIVATE,1,1,8,1111,Q,EXISTING,2,04/29/10,09/08/10,397,265,L
PRIVATE-1966,A,11,PRIVATE,1,5,8,403,N,NEW,1,09/22/10,09/22/10,272,272,S-M
PRIVATE-1967,B,6,PRIVATE,1,6,8,852,I,EXISTING,2,09/13/10,09/14/10,216,215,L
PRIVATE-1968,A,6,PRIVATE,1,6,8,430,P,EXISTING,2,09/27/10,10/06/10,273,264,S-M
PRIVATE-1970,B,11,PRIVATE,1,6,8,550,J,EXISTING,1,09/07/10,09/07/10,270,270,S-M
PRIVATE-1972,B,6,PRIVATE,1,1,8,275,Z,NEW,1,09/29/10,09/29/10,247,247,S
PRIVATE-1973,C,5,PRIVATE,1,1,5,615,L,EXISTING,1,10/13/10,10/13/10,240,240,M-L
PRIVATE-1974,B,7,PRIVATE,1,9,12,900,N,EXISTING,1,09/21/10,09/21/10,258,258,L
PRIVATE-1977,C,11,PRIVATE,1,6,8,857,H,EXISTING,1,10/28/10,10/28/10,193,193,L
PRIVATE-1978,C,11,PRIVATE,1,2,8,586,P,NEW,1,12/15/10,12/15/10,145,145,M-L
PRIVATE-1979,B,9,PRIVATE,1,9,12,890,L,EXISTING,1,09/27/10,09/27/10,260,260,L
PRIVATE-1980,B,11,PRIVATE,1,6,8,1057,Q,NEW,1,11/30/10,11/30/10,189,189,L
PRIVATE-1981,0,8,PRIVATE,1,0,NA,0,0,EXISTING,1,09/07/10,09/07/10,237,237,0
PRIVATE-1982,0,6,PRIVATE,1,1,8,207,N,EXISTING,2,04/29/10,08/26/10,369,250,S
PRIVATE-1983,B,9,PRIVATE,1,9,12,2000,O,NEW,2,08/31/10,09/14/10,273,259,L
PRIVATE-1984,A,6,PRIVATE,1,6,8,500,P,EXISTING,1,09/28/10,09/28/10,186,186,S-M
PRIVATE-1986,B,11,PRIVATE,0,6,8,400,I,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-1987,B,11,PRIVATE,1,6,8,360,K,EXISTING,1,09/02/10,09/02/10,167,167,S-M
PRIVATE-1989,C,2,PRIVATE,1,5,8,725,B,EXISTING,2,03/26/10,08/31/10,419,261,M-L
PRIVATE-1990,B,7,PRIVATE,1,9,12,3000,Q,EXISTING,2,09/30/10,12/09/10,249,179,L
PRIVATE-1991,B,6,PRIVATE,1,2,8,556,O,NEW,2,02/18/10,08/31/10,417,223,S-M
PRIVATE-1992,B,6,PRIVATE,1,7,8,296,M,EXISTING,1,09/29/10,09/29/10,185,185,S
PRIVATE-1994,C,8,PRIVATE,1,6,8,331,I,NEW,1,09/22/10,09/22/10,180,180,S
PRIVATE-1995,B,11,PRIVATE,1,6,8,983,M,EXISTING,1,10/05/10,10/05/10,219,219,L
PRIVATE-2000,B,11,PRIVATE,1,7,8,135,P,EXISTING,2,04/22/10,09/10/10,338,197,S
PRIVATE-2001,0,8,PRIVATE,1,0,NA,0,P1,NEW,1,09/22/10,09/22/10,148,148,0
PRIVATE-2002,C,11,PRIVATE,1,2,6,350,C,NEW,1,10/19/10,10/19/10,182,182,S-M
PRIVATE-2003,B,6,PRIVATE,1,6,7,580,O,NEW,1,09/30/10,09/30/10,264,264,M-L
PRIVATE-2005,A,11,PRIVATE,0,7,12,560,O,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-2006,C,6,PRIVATE,1,6,8,889,I,EXISTING,1,09/14/10,09/14/10,270,270,L
PRIVATE-2008,B,6,PRIVATE,1,1,8,790,M,NEW,1,08/25/10,08/25/10,200,200,M-L
PRIVATE-2010,B,7,PRIVATE,0,1,12,565,I,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-2011,0,5,PRIVATE,1,1,6,0,H,NEW,1,10/21/10,10/21/10,235,235,0
PRIVATE-2012,C,11,PRIVATE,1,6,8,336,G,NEW,2,05/19/10,10/06/10,377,237,S
PRIVATE-2013,B,11,PRIVATE,1,7,8,850,I,EXISTING,1,09/28/10,09/28/10,258,258,L
PRIVATE-2014,B,6,PRIVATE,1,6,8,680,M,NEW,1,09/30/10,09/30/10,250,250,M-L
PRIVATE-2015,B,5,PRIVATE,1,1,5,722,Q,NEW,2,05/12/10,09/29/10,374,234,M-L
PRIVATE-2016,A,6,PRIVATE,1,6,8,1232,O,EXISTING,1,01/31/11,01/31/11,32,32,L
PRIVATE-2017,A,6,PRIVATE,1,6,8,530,P,EXISTING,2,04/19/10,09/13/10,408,261,S-M
PRIVATE-2018,B,11,PRIVATE,1,6,8,950,I,NEW,1,09/13/10,09/13/10,187,187,L
PRIVATE-2019,A,11,PRIVATE,1,1,8,610,O,EXISTING,1,10/20/10,10/20/10,137,137,M-L
PRIVATE-2021,A,6,PRIVATE,1,6,8,1032,P,EXISTING,1,09/27/10,09/27/10,166,166,L
PRIVATE-2022,B,11,PRIVATE,0,1,8,614,L,EXISTING,0,NA,NA,NA,NA,M-L
PRIVATE-2023,B,11,PRIVATE,1,6,8,607,J,EXISTING,1,09/23/10,09/23/10,189,189,M-L
PRIVATE-2024,B,11,PRIVATE,1,6,8,682,J,NEW,1,09/07/10,09/07/10,181,181,M-L
PRIVATE-2026,B,6,PRIVATE,1,4,8,350,G,EXISTING,2,05/18/10,10/07/10,390,248,S-M
PRIVATE-2027,B,11,PRIVATE,1,2,12,490,H,NEW,1,10/24/10,10/24/10,219,219,S-M
PRIVATE-2028,B,11,PRIVATE,1,2,12,648,L,NEW,1,09/01/10,09/01/10,281,281,M-L
PRIVATE-2029,0,4,PRIVATE,1,0,NA,0,0,NEW,2,05/11/10,09/08/10,391,271,0
PRIVATE-2030,B,11,PRIVATE,1,7,8,1000,I,NEW,1,09/30/10,09/30/10,213,213,L
PRIVATE-2031,B,6,PRIVATE,1,1,8,986,Q,EXISTING,1,09/08/10,09/08/10,199,199,L
PRIVATE-2033,C,11,PRIVATE,1,2,8,926,L,EXISTING,1,09/22/10,09/22/10,253,253,L
PRIVATE-2034,C,11,PRIVATE,1,8,8,500,G,NEW,2,09/23/10,11/03/10,263,222,S-M
PRIVATE-2035,B,6,PRIVATE,1,7,8,870,M,EXISTING,1,09/23/10,09/23/10,270,270,L
PRIVATE-2036,B,11,PRIVATE,1,7,8,746,O,NEW,1,09/01/10,09/01/10,202,202,M-L
PRIVATE-2037,C,6,PRIVATE,1,6,8,380,E,EXISTING,2,03/10/10,10/05/10,382,173,S-M
PRIVATE-2039,E,5,PRIVATE,1,1,6,484,J,NEW,1,08/24/10,08/24/10,258,258,S-M
PRIVATE-2040,A,3,PRIVATE,0,6,8,1154,P,NEW,0,NA,NA,NA,NA,L
PRIVATE-2041,0,8,PRIVATE,1,0,NA,0,0,EXISTING,2,09/30/10,10/19/10,235,216,0
PRIVATE-2042,C,11,PRIVATE,1,6,9,540,E,EXISTING,1,11/01/10,11/01/10,212,212,S-M
PRIVATE-2043,C,3,PRIVATE,1,6,8,669,E,EXISTING,2,05/11/10,09/07/10,297,178,M-L
PRIVATE-2044,B,11,PRIVATE,1,7,8,884,O,NEW,1,04/29/10,04/29/10,327,327,L
PRIVATE-2047,B,11,PRIVATE,1,6,7,682,K,NEW,1,09/14/10,09/14/10,285,285,M-L
PRIVATE-2049,B,6,PRIVATE,1,7,8,1030,P,NEW,1,09/22/10,09/22/10,269,269,L
PRIVATE-2050,A,11,PRIVATE,1,6,8,750,P,NEW,1,09/22/10,09/22/10,182,182,M-L
PRIVATE-2053,B,7,PRIVATE,1,7,8,564,K,EXISTING,1,10/07/10,10/07/10,247,247,S-M
PRIVATE-2054,B,11,PRIVATE,1,6,8,351,M,NEW,1,09/13/10,09/13/10,267,267,S-M
PRIVATE-2055,C,11,PRIVATE,0,7,12,360,F,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-2056,C,5,PRIVATE,1,1,5,615,L,EXISTING,1,10/13/10,10/13/10,233,233,M-L
PRIVATE-2057,B,2,PRIVATE,0,1,12,65,E,NEW,0,NA,NA,NA,NA,S
PRIVATE-2063,B,6,PRIVATE,1,1,12,1368,J,EXISTING,2,05/11/10,09/28/10,386,246,L
PRIVATE-2064,B,11,PRIVATE,1,7,12,818,K,NEW,2,04/11/10,10/11/10,367,184,L
PRIVATE-2065,C,11,PRIVATE,1,6,8,547,E,NEW,2,09/21/10,11/09/10,248,199,S-M
PRIVATE-2066,A,6,PRIVATE,1,7,8,310,Q,EXISTING,1,09/15/10,09/15/10,233,233,S
PRIVATE-2068,B,6,PRIVATE,1,7,8,840,N,EXISTING,1,09/24/10,09/24/10,259,259,L
PRIVATE-2069,A,11,PRIVATE,1,6,8,850,N,NEW,2,03/08/10,09/27/10,460,257,L
PRIVATE-2070,B,6,PRIVATE,1,6,8,798,Q,EXISTING,1,09/23/10,09/23/10,269,269,M-L
PRIVATE-2071,B,9,PRIVATE,1,9,12,2778,N,NEW,1,10/14/10,10/14/10,157,157,L
PRIVATE-2072,B,11,PRIVATE,1,6,8,184,I,EXISTING,2,03/24/10,09/08/10,433,265,S
PRIVATE-2073,B,11,PRIVATE,0,6,8,411,F,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-2074,C,11,PRIVATE,1,6,8,515,G,NEW,1,09/23/10,09/23/10,249,249,S-M
PRIVATE-2075,C,5,PRIVATE,0,4,5,450,H,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-2076,C,8,PRIVATE,1,6,8,310,E,NEW,1,11/09/10,11/09/10,217,217,S
PRIVATE-2077,A,6,PRIVATE,1,6,8,1000,Q,EXISTING,1,09/01/10,09/01/10,214,214,L
PRIVATE-2078,B,4,PRIVATE,1,6,8,400,M,NEW,1,10/07/10,10/07/10,173,173,S-M
PRIVATE-2079,C,11,PRIVATE,0,6,8,1844,D,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-2080,B,11,PRIVATE,0,1,12,900,D,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-2081,B,6,PRIVATE,1,6,8,590,P,NEW,1,09/09/10,09/09/10,214,214,M-L
PRIVATE-2082,B,6,PRIVATE,1,6,8,613,P,EXISTING,2,04/20/10,09/23/10,413,257,M-L
PRIVATE-2083,C,11,PRIVATE,1,5,8,426,F,EXISTING,1,09/16/10,09/16/10,217,217,S-M
PRIVATE-2085,B,11,PRIVATE,1,6,8,831,P,NEW,2,10/21/10,11/02/10,229,217,L
PRIVATE-2086,C,11,PRIVATE,1,6,8,355,E,EXISTING,1,10/18/10,10/18/10,232,232,S-M
PRIVATE-2088,B,7,PRIVATE,0,6,8,827,N,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-2089,C,11,PRIVATE,1,2,8,926,L,EXISTING,2,05/19/10,09/22/10,335,209,L
PRIVATE-2091,C,11,PRIVATE,0,7,8,820,C,NEW,0,NA,NA,NA,NA,L
PRIVATE-2092,A,6,PRIVATE,1,6,8,919,Q,NEW,1,10/18/10,10/18/10,227,227,L
PRIVATE-2093,C,11,PRIVATE,1,6,8,631,L,EXISTING,1,10/05/11,10/05/11,-188,-188,M-L
PRIVATE-2094,B,11,PRIVATE,1,1,8,480,F,EXISTING,2,05/11/10,09/14/10,399,273,S-M
PRIVATE-2096,C,6,PRIVATE,1,6,8,804,N,NEW,1,09/15/10,09/15/10,179,179,M-L
PRIVATE-2097,C,6,PRIVATE,1,6,8,340,L,NEW,1,09/01/10,09/01/10,228,228,S-M
PRIVATE-2100,A,4,PRIVATE,1,6,8,449,P4,NEW,2,09/14/10,09/22/10,179,171,S-M
PRIVATE-2102,C,8,PRIVATE,1,7,9,1403,F,EXISTING,1,09/14/10,09/14/10,273,273,L
PRIVATE-2103,B,9,PRIVATE,1,9,12,497,N,NEW,1,10/07/10,10/07/10,150,150,S-M
PRIVATE-2104,B,11,PRIVATE,1,6,8,822,N,EXISTING,1,09/16/10,09/16/10,222,222,L
PRIVATE-2105,B,9,PRIVATE,1,9,12,350,K,EXISTING,2,08/18/10,09/22/10,265,230,S-M
PRIVATE-2106,B,11,PRIVATE,1,2,8,248,I,NEW,2,04/19/10,09/22/10,407,251,S
PRIVATE-2108,B,9,PRIVATE,1,10,12,2175,N,NEW,1,09/22/10,09/22/10,250,250,L
PRIVATE-2109,B,11,PRIVATE,1,6,8,225,J,NEW,1,05/20/10,05/20/10,299,299,S
PRIVATE-2110,C,11,PRIVATE,1,6,8,487,E,NEW,1,05/19/11,05/19/11,25,25,S-M
PRIVATE-2111,C,8,PRIVATE,1,7,8,674,H,NEW,2,09/28/10,10/07/10,268,259,M-L
PRIVATE-2113,B,11,PRIVATE,1,6,8,757,O,NEW,2,05/12/10,10/06/10,307,160,M-L
PRIVATE-2115,B,6,PRIVATE,0,6,8,860,K,EXISTING,0,NA,NA,NA,NA,L
PRIVATE-2116,B,11,PRIVATE,1,7,8,956,I,NEW,1,09/21/10,09/21/10,258,258,L
PRIVATE-2117,B,6,PRIVATE,1,6,8,590,P,NEW,1,09/09/10,09/09/10,214,214,M-L
PRIVATE-2118,B,11,PRIVATE,1,6,8,493,I,NEW,1,09/30/10,09/30/10,257,257,S-M
PRIVATE-2120,C,8,PRIVATE,1,6,8,300,Z,NEW,2,05/13/10,09/29/10,390,251,S
PRIVATE-2122,B,6,PRIVATE,1,6,8,1250,P,NEW,1,10/27/10,10/27/10,173,173,L
PRIVATE-2124,B,11,PRIVATE,1,7,8,320,L,EXISTING,1,09/14/10,09/14/10,158,158,S
PRIVATE-2126,C,6,PRIVATE,1,7,8,786,M,NEW,1,08/23/10,08/23/10,282,282,M-L
PRIVATE-2130,C,11,PRIVATE,1,6,8,629,F,EXISTING,1,01/26/11,01/26/11,131,131,M-L
PRIVATE-2131,B,5,PRIVATE,1,1,5,987,O,EXISTING,1,09/23/10,09/23/10,190,190,L
PRIVATE-2132,A,6,PRIVATE,1,6,8,300,K,EXISTING,1,09/23/10,09/23/10,191,191,S
PRIVATE-2133,A,11,PRIVATE,1,6,8,1278,P,NEW,1,09/23/10,09/23/10,224,224,L
PRIVATE-2135,B,11,PRIVATE,0,6,8,411,F,NEW,0,NA,NA,NA,NA,S-M
PRIVATE-2136,B,6,PRIVATE,1,7,8,712,Q,NEW,1,09/29/10,09/29/10,209,209,M-L
PRIVATE-2138,B,6,PRIVATE,1,7,8,663,M,EXISTING,1,09/22/10,09/22/10,206,206,M-L
PRIVATE-2139,A,6,PRIVATE,1,6,8,657,Q,NEW,1,09/28/10,09/28/10,259,259,M-L
PRIVATE-2140,B,5,PRIVATE,0,1,5,525,N,EXISTING,0,NA,NA,NA,NA,S-M
PRIVATE-2141,B,5,PRIVATE,0,2,5,335,Q,NEW,0,NA,NA,NA,NA,S
PRIVATE-2142,B,6,PRIVATE,0,6,8,958,O,NEW,0,NA,NA,NA,NA,L
