ID,Program_Code,Min_Seniority,Max_Seniority,Origin_State,Days,Travel_Type,Departure_Date,Return_Date,Participant,Total_Participants,First_Communicarion,Last_Communicarion,Cancelled,Discounted,Initial_Date,Region,Company_Sponsor,Product_Type,Type_Low_Seniority,Type_High_Seniority,Type_Seniority,Departure_Month,Type_Low,Type_High,Type,Code_Aggregation,Same_Type_Flag,Enrollment,Participant_Ratio,Participant_Difference,Retained
HC-1392-40696,HC,9,9,NM,5,A,06/02/11,06/06/11,14,15,05/01/10,08/19/10,10,2,04/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.010806318,0.928571429,1,1
IC-1455-40611,IC,,,KS,8,A,03/09/11,03/16/11,11,12,04/27/10,08/15/10,2,2,04/22/10,Other,0,International,Undefined,Undefined,,March,>8,>8,>8->8,I,1,0.015384615,0.909090909,1,0
HD-1689-40703,HD,8,9,TX,4,A,06/09/11,06/12/11,20,22,04/30/10,09/03/10,2,1,04/22/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.034050179,0.904761905,2,0
SK-1691-40713,SK,,,OR,5,A,06/19/11,06/23/11,15,16,04/21/10,08/19/10,3,0,04/22/10,Pacific Northwest,0,West,Undefined,Undefined,Undefined-Undefined,June,5-8,5-8,5-8-5-8,S,1,0.039506173,0.941176471,1,0
HD-1713-40690,HD,9,9,IN,5,T,05/27/11,05/31/11,53,56,05/01/10,08/14/10,3,2,04/22/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.095238095,0.943396226,3,1
HD-1743-40690,HD,9,9,IN,5,T,05/27/11,05/31/11,53,56,04/21/10,08/04/10,2,4,04/22/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.095238095,0.943396226,3,1
HD-1763-40709,HD,8,8,CA,6,A,06/15/11,06/20/11,38,43,04/23/10,09/09/10,5,4,04/22/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.034951456,0.87804878,5,1
HD-1840-40644,HD,8,8,MI,5,T,04/11/11,04/15/11,93,100,04/25/10,09/17/10,9,5,04/22/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.218823529,0.93,7,1
HD-2049-40709,HD,7,7,CA,6,A,06/15/11,06/20/11,36,41,04/20/10,09/06/10,6,5,04/22/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.034951456,0.87804878,5,1
HD-2215-40688,HD,8,8,OH,3,A,05/25/11,05/27/11,5,6,04/19/10,08/16/10,2,1,04/22/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.005688282,0.833333333,1,1
SK-2271-40713,SK,,,OR,5,A,06/19/11,06/23/11,17,18,05/01/10,08/29/10,4,0,04/22/10,Pacific Northwest,0,West,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,S,1,0.039506173,0.941176471,1,0
HD-2296-40718,HD,7,7,CA,5,A,06/24/11,06/28/11,12,13,04/22/10,08/26/10,4,2,04/22/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.014925373,0.916666667,1,0
HD-2310-40698,HD,8,8,TX,5,A,06/04/11,06/08/11,10,11,04/25/10,08/31/10,2,2,04/22/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.010536398,0.916666667,1,1
IC-2439-40611,IC,,,KS,8,A,03/09/11,03/16/11,10,11,04/30/10,08/18/10,0,2,04/22/10,Other,0,International,Undefined,Undefined,Undefined-Undefined,March,>8,>8,>8->8,I,1,0.015384615,0.909090909,1,0
HD-2585-40698,HD,6,8,TX,4,A,06/04/11,06/07/11,11,12,04/21/10,08/29/10,10,0,04/22/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.013477089,0.909090909,1,0
HD-2641-40627,HD,9,9,LA,6,A,03/25/11,03/30/11,27,31,05/04/10,08/27/10,1,5,04/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,1,1,1-1,H,1,0.087947883,0.870967742,4,1
HD-2671-40642,HD,9,9,MN,4,A,04/09/11,04/12/11,39,41,04/17/10,08/22/10,0,3,04/22/10,Other,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.111428571,0.951219512,2,1
HD-2771-40716,HD,8,9,WA,5,A,06/22/11,06/26/11,16,18,04/24/10,09/17/10,11,2,04/22/10,Pacific Northwest,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.026687598,0.894736842,2,0
SM-2837-40654,SM,2,7,AK,6,A,04/21/11,04/26/11,25,27,04/27/10,10/09/10,7,2,04/22/10,Other,0,West,<5,5-8,,April,2,5-8,2-5-8,S,0,0.145454545,0.923076923,2,0
HC-2990-40706,HC,7,8,TX,4,A,06/12/11,06/15/11,10,11,05/02/10,08/22/10,7,2,04/22/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.027027027,0.909090909,1,1
HD-3047-40716,HD,6,7,WA,5,A,06/22/11,06/26/11,18,20,04/27/10,09/20/10,11,3,04/22/10,Pacific Northwest,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.026687598,0.894736842,2,0
HD-3313-40634,HD,9,9,CA,5,A,04/01/11,04/05/11,43,47,04/24/10,08/08/10,4,5,04/22/10,Southern California,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,NA,0.911111111,4,1
HD-3382-40709,HD,8,8,CA,6,A,06/15/11,06/20/11,18,21,04/25/10,09/21/10,4,4,04/22/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.012666667,0.863636364,3,1
HD-3388-40638,HD,8,8,CA,9,A,04/05/11,04/13/11,95,101,05/03/10,08/30/10,6,6,04/22/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.103686636,0.9375,6,1
HD-3395-40644,HD,8,8,MI,5,T,04/11/11,04/15/11,98,105,04/18/10,09/10/10,10,8,04/22/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.218823529,0.93,7,1
HD-3398-40698,HD,7,8,TX,4,A,06/04/11,06/07/11,10,11,04/27/10,04/27/10,5,0,04/22/10,Dallas,0,East Coast,5-8,5-8,,June,<5,<5,<5-<5,H,1,0.010438413,0.909090909,1,1
HD-3501-40657,HD,8,8,MI,3,A,04/24/11,04/26/11,49,53,04/24/10,09/01/10,14,3,04/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.04,0.928571429,4,1
HD-3541-40698,HD,5,7,TX,4,A,06/04/11,06/07/11,11,12,04/26/10,09/03/10,10,0,04/22/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.013477089,0.909090909,1,0
HS-3691-40665,HS,4,4,CA,1,A,05/02/11,05/02/11,11,12,04/30/10,08/24/10,0,1,04/22/10,Southern California,1,CA History,<5,<5,<5-<5,May,2,2,2-2,H,1,0.016620499,0.923076923,1,0
HD-3718-40698,HD,7,7,TX,5,A,06/04/11,06/08/11,10,11,04/29/10,09/04/10,2,2,04/22/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.010536398,0.916666667,1,1
HD-3724-40683,HD,7,7,NE,3,A,05/20/11,05/22/11,21,23,04/21/10,08/22/10,1,3,04/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.058823529,0.916666667,2,1
HD-3811-40627,HD,7,7,LA,6,A,03/25/11,03/30/11,28,32,04/29/10,08/22/10,2,3,04/22/10,Other,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,H,0,0.087947883,0.870967742,4,1
HD-3822-40630,HD,7,7,IA,4,A,03/28/11,03/31/11,148,160,04/19/10,08/22/10,20,12,04/22/10,Other,0,East Coast,5-8,5-8,,March,5-8,>8,5-8->8,H,0,0.148571429,0.928571429,12,1
SM-3823-40654,SM,4,9,AK,6,A,04/21/11,04/26/11,24,26,04/22/10,10/04/10,8,2,04/22/10,Other,0,West,<5,5-8,<5-5-8,April,2,2,2-2,S,1,0.145454545,0.923076923,2,0
HC-3920-40696,HC,9,9,NM,5,A,06/02/11,06/06/11,12,13,05/03/10,08/21/10,10,0,04/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.010806318,0.928571429,1,1
CD-3935-40669,CD,9,9,MI,5,T,05/06/11,05/10/11,47,51,04/21/10,11/07/10,0,4,04/22/10,Other,1,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,C,1,0.127478754,0.918367347,4,1
HD-3985-40625,HD,4,6,CA,7,A,03/23/11,03/29/11,13,16,04/24/10,09/03/10,2,4,04/22/10,Southern California,0,East Coast,<5,5-8,,March,2,5-8,2-5-8,H,0,0.026515152,0.823529412,3,1
CD-95-40642,CD,9,9,MO,4,A,04/09/11,04/12/11,23,25,05/02/10,09/17/10,2,3,04/23/10,Other,1,East Coast,5-8,5-8,,April,1,1,1-1,C,1,0.124324324,0.92,2,1
HD-298-40690,HD,7,7,AZ,5,A,05/27/11,05/31/11,4,5,04/30/10,08/21/10,0,0,04/23/10,Other,0,East Coast,5-8,5-8,,May,2,2,2-2,H,1,0.003902439,0.8,1,1
HC-393-40625,HC,7,7,WA,10,A,03/23/11,04/01/11,35,37,04/22/10,11/14/10,1,3,04/23/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.042690815,0.942857143,2,0
HN-505-40633,HN,8,9,GA,6,B,03/31/11,04/05/11,13,15,04/27/10,08/14/10,3,3,04/23/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.013371538,0.875,2,1
HD-659-40627,HD,7,7,CA,5,A,03/25/11,03/29/11,47,50,04/24/10,08/18/10,1,4,04/23/10,Northern California,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.316129032,0.942307692,3,1
HC-777-40625,HC,9,9,WA,10,A,03/23/11,04/01/11,35,37,04/20/10,11/12/10,0,1,04/23/10,Pacific Northwest,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.042690815,0.942857143,2,0
HVP-912-40685,HVP,8,9,OH,5,T,05/22/11,05/26/11,39,42,05/01/10,05/01/10,8,4,04/23/10,Other,0,East Coast,5-8,5-8,,May,<5,5-8,<5-5-8,H,0,0.1025,0.931818182,3,1
HD-926-40673,HD,8,8,KY,5,T,05/10/11,05/14/11,84,90,,09/07/10,26,5,04/23/10,Other,1,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.105,0.933333333,6,1
HD-957-40710,HD,8,8,CA,6,A,06/16/11,06/21/11,34,41,04/24/10,04/24/10,8,5,04/23/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.031331593,0.837209302,7,1
HD-1119-40692,HD,8,8,IL,3,A,05/29/11,05/31/11,28,31,04/28/10,09/01/10,6,4,04/23/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.090909091,0.90625,3,1
HD-1143-40698,HD,7,8,TX,4,A,06/04/11,06/07/11,3,4,04/20/10,08/18/10,8,1,04/23/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.004761905,0.75,1,0
CC-1196-40634,CC,8,8,WA,6,A,04/01/11,04/06/11,31,34,05/01/10,09/18/10,1,4,04/23/10,Pacific Northwest,1,East Coast,>8,>8,>8->8,April,5-8,5-8,5-8-5-8,C,1,0.055062167,0.911764706,3,1
CC-1231-40634,CC,8,8,WA,6,A,04/01/11,04/06/11,33,36,04/30/10,09/17/10,3,2,04/23/10,Pacific Northwest,1,East Coast,>8,>8,>8->8,April,5-8,5-8,5-8-5-8,C,1,0.055062167,0.911764706,3,1
HD-1312-40692,HD,7,7,IL,3,A,05/29/11,05/31/11,29,32,04/28/10,09/01/10,8,4,04/23/10,Other,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.090909091,0.90625,3,1
HN-1398-40633,HN,6,7,GA,6,B,03/31/11,04/05/11,13,15,04/21/10,08/08/10,4,2,04/23/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.013371538,0.875,2,1
CD-1409-40679,CD,8,9,IL,3,A,05/16/11,05/18/11,30,32,05/03/10,09/18/10,0,3,04/23/10,Other,1,East Coast,5-8,>8,,May,2,5-8,2-5-8,C,0,0.098461538,0.941176471,2,1
HN-1550-40698,HN,6,8,IL,3,A,06/04/11,06/06/11,43,46,05/01/10,08/28/10,4,3,04/23/10,Other,0,East Coast,5-8,>8,5-8->8,June,1,1,1-1,H,1,0.087755102,0.934782609,3,1
CD-1552-40679,CD,9,10,IL,3,A,05/16/11,05/18/11,30,32,05/04/10,09/19/10,0,2,04/23/10,Other,1,East Coast,5-8,>8,,May,2,5-8,2-5-8,C,0,0.098461538,0.941176471,2,1
CD-1592-40655,CD,7,7,CA,6,A,04/22/11,04/27/11,26,27,09/11/10,09/11/10,3,2,04/23/10,Northern California,1,East Coast,5-8,5-8,,April,2,5-8,2-5-8,C,0,0.086206897,0.961538462,1,1
CD-1650-40642,CD,9,9,MO,4,A,04/09/11,04/12/11,22,24,04/30/10,09/15/10,2,1,04/23/10,Other,1,East Coast,5-8,5-8,5-8-5-8,April,1,1,1-1,C,1,0.124324324,0.92,2,1
HD-1790-40619,HD,9,9,FL,5,T,03/17/11,03/21/11,27,29,04/18/10,08/18/10,3,3,04/23/10,Other,0,East Coast,5-8,5-8,,March,1,1,1-1,H,1,0.019908116,0.928571429,2,1
HD-1943-40690,HD,8,8,AZ,5,A,05/27/11,05/31/11,4,5,04/24/10,08/15/10,0,2,04/23/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,2,2,2-2,H,1,0.003902439,0.8,1,1
HD-2039-40669,HD,6,7,CA,5,A,05/06/11,05/10/11,44,48,04/27/10,09/28/10,21,4,04/23/10,Northern California,0,East Coast,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.090909091,0.916666667,4,0
HD-2074-40690,HD,9,9,IN,5,T,05/27/11,05/31/11,30,32,,08/26/10,1,1,04/23/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.062135922,0.941176471,2,1
HD-2183-40673,HD,9,9,KY,5,T,05/10/11,05/14/11,80,86,,09/11/10,25,7,04/23/10,Other,1,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.105,0.933333333,6,1
HD-2227-40690,HD,8,8,AZ,5,A,05/27/11,05/31/11,8,9,04/29/10,08/26/10,0,1,04/23/10,Other,0,East Coast,5-8,5-8,,May,2,2,2-2,H,1,0.009925558,0.888888889,1,0
HD-2249-40669,HD,8,9,CA,5,A,05/06/11,05/10/11,44,48,04/30/10,10/01/10,20,3,04/23/10,Northern California,0,East Coast,5-8,5-8,,May,2,5-8,2-5-8,H,0,0.090909091,0.916666667,4,0
CD-2334-40662,CD,9,9,CO,5,A,04/29/11,05/03/11,76,79,,08/15/10,8,4,04/23/10,Other,1,East Coast,5-8,5-8,,May,2,<5,2-<5,C,0,NA,0.96,3,1
HD-2517-40690,HD,8,8,IN,5,T,05/27/11,05/31/11,34,36,,08/24/10,0,3,04/23/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.062135922,0.941176471,2,1
HD-2618-40666,HD,6,6,WI,5,A,05/03/11,05/07/11,82,92,04/23/10,08/20/10,13,8,04/23/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.192592593,0.886363636,10,1
HD-2633-40655,HD,7,7,CA,5,A,04/22/11,04/26/11,14,17,04/22/10,08/29/10,0,4,04/23/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,April,2,2,2-2,H,1,0.051724138,0.833333333,3,0
CD-2659-40620,CD,9,9,MA,4,T,03/18/11,03/21/11,29,37,05/29/10,05/29/10,0,7,04/23/10,Other,1,East Coast,5-8,5-8,,March,5-8,>8,5-8->8,C,0,0.084057971,0.783783784,8,1
SK-2872-40627,SK,6,6,FL,5,T,03/25/11,03/29/11,61,69,04/29/10,08/15/10,3,8,04/23/10,Other,0,West,5-8,5-8,,March,Undefined,Undefined,Undefined-Undefined,S,1,NA,0.878787879,8,1
HVP-3109-40685,HVP,8,9,OH,5,T,05/22/11,05/26/11,43,46,04/30/10,04/30/10,7,3,04/23/10,Other,0,East Coast,5-8,5-8,,May,<5,5-8,<5-5-8,H,0,0.1025,0.931818182,3,1
HD-3343-40655,HD,8,8,CA,5,A,04/22/11,04/26/11,16,19,04/27/10,09/03/10,0,4,04/23/10,Northern California,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,0.051724138,0.833333333,3,0
HD-3529-40692,HD,9,9,MI,3,T,05/29/11,05/31/11,72,80,04/27/10,08/31/10,5,9,04/23/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.148148148,0.9,8,1
CD-3623-40662,CD,9,9,CO,5,A,04/29/11,05/03/11,76,79,,08/21/10,6,2,04/23/10,Other,1,East Coast,5-8,5-8,5-8-5-8,May,2,2,2-2,C,1,NA,0.96,3,1
HD-3647-40666,HD,7,7,WI,5,A,05/03/11,05/07/11,82,92,04/28/10,08/25/10,11,8,04/23/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.192592593,0.886363636,10,1
CD-3787-40655,CD,9,9,CA,6,A,04/22/11,04/27/11,26,27,09/02/10,09/02/10,3,1,04/23/10,Northern California,1,East Coast,5-8,5-8,,April,2,5-8,2-5-8,C,0,0.086206897,0.961538462,1,1
HD-63-40627,HD,9,9,OH,5,T,03/25/11,03/29/11,56,60,04/29/10,08/26/10,6,5,04/24/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.074683544,0.936507937,4,1
HD-216-40703,HD,8,8,CA,6,A,06/09/11,06/14/11,9,11,05/05/10,08/23/10,3,3,04/24/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.007826087,0.818181818,2,1
HD-283-40639,HD,7,7,CA,8,A,04/06/11,04/13/11,34,38,,09/28/10,1,4,04/24/10,Northern California,1,East Coast,5-8,5-8,,April,1,5-8,1-5-8,H,0,0.08994709,0.894736842,4,1
HD-410-40609,HD,7,7,IL,4,A,03/07/11,03/10/11,190,203,04/21/10,08/15/10,22,12,04/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.386752137,0.932989691,13,1
HD-600-40609,HD,9,9,IL,4,A,03/07/11,03/10/11,181,194,04/30/10,08/24/10,23,13,04/24/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.386752137,0.932989691,13,1
HD-787-40698,HD,6,7,OK,5,A,06/04/11,06/08/11,19,21,04/28/10,08/20/10,0,2,04/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.031858407,0.9,2,0
HD-803-40682,HD,7,7,AZ,6,A,05/19/11,05/24/11,30,33,04/26/10,08/20/10,8,4,04/24/10,Other,0,East Coast,5-8,5-8,,May,<5,5-8,<5-5-8,H,0,0.037082818,0.909090909,3,1
HD-1186-40618,HD,5,8,CA,6,A,03/16/11,03/21/11,18,20,05/02/10,09/18/10,8,2,04/24/10,Southern California,1,East Coast,<5,5-8,,March,2,>8,2->8,H,0,0.024161074,0.9,2,0
HD-1199-40648,HD,8,9,GA,5,T,04/15/11,04/19/11,17,19,04/29/10,04/29/10,6,3,04/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.02698145,0.888888889,2,0
HD-1285-40640,HD,5,5,CA,6,A,04/07/11,04/12/11,25,27,05/01/10,09/04/10,0,1,04/24/10,Northern California,0,East Coast,<5,<5,,April,2,2,2-2,H,1,0.069444444,0.925925926,2,1
HD-1444-40627,HD,7,7,OH,5,T,03/25/11,03/29/11,56,60,04/30/10,08/27/10,8,5,04/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.074683544,0.936507937,4,1
HD-1664-40705,HD,7,8,IA,4,A,06/11/11,06/14/11,11,12,04/30/10,09/19/10,0,2,04/24/10,Other,0,East Coast,5-8,>8,,June,2,>8,2->8,H,0,0.017741935,0.916666667,1,0
HD-1672-40656,HD,7,7,IL,5,A,04/23/11,04/27/11,81,89,04/26/10,08/19/10,10,8,04/24/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.098540146,0.91011236,8,1
HS-1762-40657,HS,5,5,CA,2,A,04/24/11,04/25/11,36,38,,09/23/10,3,1,04/24/10,Southern California,1,CA History,<5,<5,,April,2,2,2-2,H,1,0.057142857,0.947368421,2,0
HD-1834-40648,HD,8,9,GA,5,T,04/15/11,04/19/11,16,18,04/26/10,04/26/10,7,3,04/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.02698145,0.888888889,2,0
HD-2104-40656,HD,7,7,IL,5,A,04/23/11,04/27/11,77,85,05/01/10,08/24/10,8,10,04/24/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.098540146,0.91011236,8,1
CD-2264-40655,CD,,,Bermuda,5,A,04/22/11,04/26/11,10,12,04/24/10,04/24/10,11,3,04/24/10,Other,0,East Coast,Undefined,Undefined,,April,Undefined,Undefined,Undefined-Undefined,C,1,NA,0.846153846,2,0
HS-2457-40657,HS,5,5,CA,2,A,04/24/11,04/25/11,34,36,,09/20/10,4,2,04/24/10,Southern California,1,CA History,<5,<5,,April,2,5-8,2-5-8,H,0,0.057142857,0.947368421,2,0
HD-2498-40705,HD,8,9,IA,4,A,06/11/11,06/14/11,12,13,04/30/10,09/19/10,0,2,04/24/10,Other,0,East Coast,5-8,>8,,June,2,>8,2->8,H,0,0.017741935,0.916666667,1,0
HD-2608-40682,HD,6,6,AZ,6,A,05/19/11,05/24/11,30,33,04/22/10,08/16/10,6,4,04/24/10,Other,0,East Coast,5-8,5-8,,May,<5,<5,<5-<5,H,1,0.037082818,0.909090909,3,1
HD-2672-40640,HD,5,5,CA,6,A,04/07/11,04/12/11,26,28,04/22/10,08/26/10,0,3,04/24/10,Northern California,0,East Coast,<5,<5,,April,2,5-8,2-5-8,H,0,0.069444444,0.925925926,2,1
CD-2800-40655,CD,,,Bermuda,5,A,04/22/11,04/26/11,10,12,04/24/10,04/24/10,9,1,04/24/10,Other,0,East Coast,Undefined,Undefined,Undefined-Undefined,April,Undefined,Undefined,Undefined-Undefined,C,1,NA,0.846153846,2,0
HD-2879-40656,HD,8,8,FL,4,A,04/23/11,04/26/11,3,4,04/29/10,08/26/10,0,2,04/24/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.004457652,0.75,1,1
HD-3117-40709,HD,5,7,WA,5,A,06/15/11,06/19/11,13,14,04/30/10,09/03/10,0,1,04/24/10,Pacific Northwest,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.186666667,0.933333333,1,0
HD-3165-40656,HD,7,7,FL,4,A,04/23/11,04/26/11,3,4,04/23/10,08/20/10,2,1,04/24/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.004457652,0.75,1,1
HD-3360-40692,HD,6,7,TX,4,A,05/29/11,06/01/11,15,17,04/23/10,08/28/10,9,2,04/24/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.031372549,0.888888889,2,1
HD-3510-40692,HD,6,7,TX,4,A,05/29/11,06/01/11,15,17,04/28/10,09/02/10,10,1,04/24/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.031372549,0.888888889,2,1
HD-3960-40639,HD,7,7,CA,8,A,04/06/11,04/13/11,34,38,,09/23/10,0,3,04/24/10,Northern California,1,East Coast,5-8,5-8,,April,1,5-8,1-5-8,H,0,0.08994709,0.894736842,4,1
HD-4089-40618,HD,5,8,CA,6,A,03/16/11,03/21/11,17,19,05/01/10,09/17/10,7,1,04/24/10,Southern California,1,East Coast,<5,5-8,,March,2,2,2-2,H,1,0.024161074,0.9,2,0
HC-87-40646,HC,7,7,CA,7,A,04/13/11,04/19/11,19,20,04/24/10,08/13/10,7,1,04/27/10,Northern California,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,0.036,0.947368421,1,1
HD-172-40711,HD,8,9,TX,5,A,06/17/11,06/21/11,7,8,04/29/10,09/10/10,2,1,04/27/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.007049345,0.875,1,0
HD-200-40718,HD,9,9,CA,5,A,06/24/11,06/28/11,27,30,04/29/10,04/29/10,8,4,04/27/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.022544283,0.903225806,3,1
HD-335-40618,HD,7,7,GA,4,A,03/16/11,03/19/11,32,34,04/27/10,08/16/10,2,2,04/27/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,1,1,1-1,H,1,0.070093458,0.9375,2,1
HD-455-40633,HD,5,7,WA,5,A,03/31/11,04/04/11,19,21,04/29/10,08/25/10,3,2,04/27/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.027777778,0.909090909,2,0
HD-519-40712,HD,8,8,TX,4,A,06/18/11,06/21/11,4,5,04/28/10,08/27/10,0,2,04/27/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.003333333,0.8,1,0
HD-536-40709,HD,8,8,CA,5,A,06/15/11,06/19/11,59,63,05/02/10,09/05/10,10,3,04/27/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.052830189,0.933333333,4,1
HD-628-40718,HD,8,8,CA,5,A,06/24/11,06/28/11,27,30,05/02/10,05/02/10,8,3,04/27/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.022544283,0.903225806,3,1
HD-841-40633,HD,5,7,WA,5,A,03/31/11,04/04/11,15,18,05/03/10,09/04/10,5,2,04/27/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.016326531,0.842105263,3,0
HD-887-40633,HD,7,9,WA,5,A,03/31/11,04/04/11,15,18,05/01/10,09/02/10,3,4,04/27/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.016326531,0.842105263,3,0
HD-1042-40618,HD,8,8,GA,4,A,03/16/11,03/19/11,28,30,04/27/10,08/16/10,0,2,04/27/10,Other,0,East Coast,5-8,5-8,,March,1,>8,1->8,H,0,0.070093458,0.9375,2,1
HD-1206-40695,HD,9,9,OH,4,0,06/01/11,06/04/11,9,10,04/28/10,04/28/10,0,0,04/27/10,Other,0,East Coast,5-8,5-8,,June,1,5-8,1-5-8,H,0,0.043902439,0.9,1,0
